sender_id,receiver_id,amount,timestamp,agent_id,device_id,is_fraud,fraud_scenario
U_9770,U_2139,1550.26,2025-02-05 05:41:01,A_348,D_3764,0,none
U_5781,U_6894,4233.76,2025-01-12 19:55:47,A_250,D_1684,0,none
U_5949,U_4524,54.78,2025-01-18 17:52:10,A_391,D_4187,0,none
U_8649,U_5193,1700.4,2025-02-02 19:39:57,A_329,D_2121,0,none
U_4909,U_4213,1318.37,2025-01-19 06:26:45,A_133,D_4312,0,none
U_6759,U_3295,2511.02,2025-01-19 18:21:29,A_164,D_4463,0,none
U_8172,U_6390,769.45,2025-01-25 09:22:49,A_291,D_1952,0,none
U_8177,U_967,870.41,2025-02-03 22:56:04,A_105,D_3255,0,none
U_7624,U_8713,106.23,2025-01-11 05:58:02,A_339,D_2471,0,none
U_9482,U_9720,82.91,2025-01-01 15:20:32,A_155,D_2540,0,none
U_734,U_2237,988.71,2025-02-01 01:09:37,A_89,D_1306,0,none
U_1452,U_7843,142.57,2025-01-05 07:41:25,A_344,D_1623,0,none
U_6071,U_9995,3010.6,2025-02-14 05:37:34,A_117,D_2148,0,none
U_5709,U_4131,738.63,2025-01-13 09:29:59,A_59,D_4829,0,none
U_8713,U_3573,3501.62,2025-02-10 21:14:19,A_259,D_2666,0,none
U_6847,U_6350,325.75,2025-01-11 17:07:11,A_120,D_1780,0,none
U_8522,U_3470,1108.8,2025-01-04 01:47:09,A_29,D_1933,0,none
U_5418,U_2516,952.89,2025-01-23 14:57:33,A_267,D_3513,0,none
U_5251,U_3706,1256.66,2025-01-26 20:44:41,A_99,D_1777,0,none
U_4688,U_659,3271.88,2025-01-24 01:20:26,A_332,D_1356,0,none
U_2059,U_238,464.63,2025-01-04 09:14:49,A_324,D_2653,0,none
U_3325,U_133,1379.42,2025-01-06 22:31:57,A_92,D_203,0,none
U_2402,U_942,387.48,2025-01-22 17:01:41,A_114,D_4887,0,none
U_5078,U_8297,263.57,2025-01-11 05:34:32,A_83,D_3196,0,none
U_4109,U_3891,367.4,2025-01-07 07:36:07,A_354,D_3967,0,none
U_2752,U_5966,7164.94,2025-01-05 07:33:00,A_204,D_1054,0,none
U_9506,U_1623,25.16,2025-01-15 22:17:16,A_49,D_2349,0,none
U_8934,U_3452,57.71,2025-02-02 00:52:21,A_215,D_3344,0,none
U_7962,U_2906,4364.77,2025-02-02 23:36:11,A_285,D_4864,0,none
U_7864,U_3743,4110.08,2025-01-10 02:49:59,A_147,D_2181,0,none
U_8721,U_386,7688.93,2025-02-05 23:39:18,A_370,D_4349,1,business_fraud
U_7996,U_9144,87.17,2025-01-27 22:04:06,A_380,D_1972,0,none
U_1008,U_2460,6170.87,2025-01-04 01:27:09,A_157,D_2380,0,none
U_9548,U_7028,115.79,2025-02-03 01:52:16,A_370,D_3001,0,none
U_6635,U_4593,494.25,2025-01-20 04:29:11,A_163,D_1919,0,none
U_1813,U_5698,1259.26,2025-02-10 07:12:33,A_210,D_131,0,none
U_6471,U_8743,584.54,2025-01-19 21:55:22,A_397,D_2008,0,none
U_4251,U_601,314.14,2025-01-26 18:00:15,A_247,D_705,0,none
U_3213,U_8181,2683.89,2025-01-16 14:31:18,A_317,D_1738,0,none
U_8035,U_9994,1332.22,2025-02-12 17:01:35,A_28,D_2079,0,none
U_354,U_1573,609.54,2025-01-14 10:34:15,A_173,D_1374,0,none
U_680,U_8629,598.14,2025-02-04 07:15:30,A_274,D_2389,0,none
U_767,U_9268,6944.28,2025-01-15 17:28:55,A_128,D_2868,0,none
U_8741,U_623,519.12,2025-02-11 05:45:12,A_199,D_2134,0,none
U_8005,U_9718,1509.72,2025-01-17 16:45:11,A_120,D_4415,0,none
U_5679,U_6675,2987.41,2025-01-11 23:23:44,A_341,D_4481,0,none
U_4907,U_7664,3687.27,2025-02-12 02:08:56,A_193,D_1636,0,none
U_5192,U_4424,1604.56,2025-02-05 16:20:05,A_106,D_2785,0,none
U_5884,U_415,1883.4,2025-02-13 17:50:41,A_6,D_4366,0,none
U_1564,U_3058,778.8,2025-01-15 21:42:46,A_194,D_803,0,none
U_2187,U_7555,31.28,2025-01-04 04:48:37,A_78,D_4823,0,none
U_998,U_9428,1077.39,2025-01-11 21:44:14,A_18,D_4375,0,none
U_1174,U_3838,4125.58,2025-02-03 14:37:24,A_359,D_1867,0,none
U_8985,U_7290,584.81,2025-01-20 17:01:52,A_207,D_478,0,none
U_5237,U_5288,3836.49,2025-02-11 01:24:00,A_88,D_235,0,none
U_8206,U_7084,3994.79,2025-01-27 12:39:50,A_54,D_2770,0,none
U_2350,U_7547,3901.55,2025-01-21 06:53:05,A_98,D_4725,0,none
U_146,U_8771,815.01,2025-02-12 01:10:29,A_71,D_146,0,none
U_1416,U_4566,9594.33,2025-01-09 15:56:28,A_198,D_4070,0,none
U_350,U_1773,3173.79,2025-01-30 03:56:13,A_169,D_620,0,none
U_5925,U_2240,1794.32,2025-01-25 03:15:04,A_228,D_2678,0,none
U_3793,U_3102,3785.99,2025-02-04 23:07:42,A_198,D_756,0,none
U_916,U_8201,2410.34,2025-01-13 01:08:24,A_315,D_2671,0,none
U_1111,U_341,4288.06,2025-01-02 11:33:01,A_277,D_1126,0,none
U_254,U_2945,147.08,2025-01-03 00:45:35,A_35,D_162,0,none
U_1856,U_255,6676.97,2025-02-11 20:31:19,A_136,D_143,0,none
U_3223,U_5326,670.3,2025-02-13 17:07:35,A_318,D_4535,0,none
U_773,U_4039,4283.55,2025-01-17 06:24:29,A_62,D_2749,0,none
U_8331,U_4928,2228.19,2025-01-16 01:26:29,A_14,D_2697,0,none
U_1102,U_4620,681.08,2025-02-13 01:33:59,A_5,D_1012,0,none
U_9334,U_2465,1390.68,2025-01-19 18:58:34,A_99,D_1179,0,none
U_9107,U_1828,954.76,2025-02-11 21:18:25,A_367,D_318,0,none
U_5444,U_9245,553.0,2025-01-27 15:34:30,A_165,D_2081,0,none
U_9577,U_6107,942.77,2025-01-09 03:50:36,A_90,D_4336,0,none
U_5179,U_9473,2749.58,2025-01-04 06:29:41,A_110,D_1842,0,none
U_2210,U_2751,25.12,2025-01-11 12:57:30,A_268,D_3092,0,none
U_1414,U_501,2016.67,2025-02-03 09:16:09,A_245,D_3626,0,none
U_2844,U_5848,618.14,2025-02-01 09:03:14,A_76,D_3787,0,none
U_2530,U_5824,223.81,2025-01-24 14:00:12,A_300,D_2212,0,none
U_5367,U_5004,987.39,2025-02-04 22:12:42,A_297,D_396,0,none
U_7539,U_4601,537.99,2025-01-06 07:16:43,A_255,D_3679,0,none
U_1712,U_8022,121.6,2025-01-12 15:31:23,A_338,D_1990,0,none
U_1240,U_1292,693.12,2025-02-14 05:29:57,A_316,D_3006,0,none
U_259,U_6579,1918.2,2025-01-09 15:42:50,A_356,D_1463,0,none
U_6620,U_141,5612.42,2025-02-07 16:10:18,A_70,D_30,0,none
U_323,U_2099,185.24,2025-01-26 05:27:41,A_374,D_4460,0,none
U_9598,U_7161,1134.71,2025-01-20 04:58:10,A_330,D_4737,0,none
U_8921,U_8400,5423.52,2025-01-29 04:43:30,A_398,D_2101,0,none
U_4541,U_4803,450.77,2025-01-08 22:51:19,A_184,D_892,0,none
U_8285,U_4501,1099.49,2025-01-08 05:44:10,A_221,D_4301,0,none
U_8781,U_590,1107.54,2025-01-27 22:12:17,A_139,D_3033,0,none
U_5378,U_53,964.62,2025-01-12 14:48:27,A_293,D_1767,0,none
U_6816,U_2431,3423.9,2025-02-13 07:58:50,A_315,D_3304,0,none
U_3358,U_6351,169.2,2025-01-28 13:54:02,A_184,D_2518,0,none
U_7845,U_4930,2997.86,2025-01-16 00:43:52,A_152,D_708,0,none
U_1285,U_1133,2442.32,2025-01-23 02:45:59,A_317,D_3707,0,none
U_4143,U_1393,1827.43,2025-01-04 23:17:05,A_283,D_2998,0,none
U_1814,U_8286,233.56,2025-01-01 14:44:35,A_216,D_4209,0,none
U_485,U_4591,800.3,2025-01-02 06:39:07,A_334,D_1634,0,none
U_4776,U_3440,1843.65,2025-01-13 18:30:01,A_171,D_2491,0,none
U_3892,U_6634,2065.52,2025-02-13 21:42:43,A_115,D_4577,0,none
U_4169,U_5429,4244.34,2025-01-23 03:19:59,A_193,D_4330,0,none
U_438,U_4223,1910.06,2025-01-21 06:47:14,A_152,D_1331,0,none
U_2680,U_2725,94.27,2025-01-03 03:59:13,A_273,D_3765,0,none
U_3606,U_6859,862.57,2025-01-09 00:42:35,A_270,D_447,0,none
U_7013,U_9328,1410.84,2025-02-02 02:30:13,A_358,D_3637,0,none
U_4236,U_8111,1377.57,2025-01-07 23:50:32,A_98,D_2536,0,none
U_652,U_6176,1987.06,2025-01-06 04:13:45,A_42,D_1074,0,none
U_3871,U_6943,798.61,2025-01-01 03:37:05,A_274,D_3326,0,none
U_2715,U_116,805.83,2025-02-02 11:22:00,A_65,D_1117,0,none
U_7760,U_1138,1109.07,2025-01-01 19:39:31,A_205,D_771,0,none
U_2092,U_6900,2080.98,2025-01-08 03:26:42,A_43,D_512,0,none
U_1964,U_1801,829.68,2025-01-25 08:57:19,A_397,D_1783,0,none
U_2667,U_3462,91.3,2025-01-17 05:17:56,A_301,D_2598,0,none
U_5521,U_6213,5350.88,2025-02-05 15:54:06,A_374,D_3396,0,none
U_2821,U_1713,388.57,2025-02-05 18:55:04,A_317,D_3447,0,none
U_276,U_9141,570.83,2025-01-15 09:48:21,A_199,D_13,1,loan_fraud
U_762,U_659,990.43,2025-01-30 17:49:01,A_187,D_1167,0,none
U_8779,U_9004,2218.67,2025-01-04 11:49:25,A_220,D_632,0,none
U_2293,U_4872,2404.8,2025-02-14 08:16:42,A_163,D_902,0,none
U_1450,U_8911,961.17,2025-01-25 18:11:44,A_183,D_323,0,none
U_833,U_3139,907.51,2025-01-30 00:41:52,A_143,D_4758,0,none
U_3799,U_2228,2158.94,2025-01-16 06:15:40,A_171,D_2918,0,none
U_8764,U_5517,2887.6,2025-02-12 00:36:48,A_392,D_123,0,none
U_3288,U_2612,2988.37,2025-01-31 23:50:02,A_20,D_2242,0,none
U_2260,U_7181,1660.08,2025-02-03 13:28:22,A_64,D_1891,0,none
U_9074,U_9957,866.3,2025-02-04 14:06:35,A_192,D_335,0,none
U_8299,U_358,1141.52,2025-01-31 23:19:43,A_123,D_3587,0,none
U_8791,U_6480,1189.36,2025-02-13 03:16:19,A_352,D_582,0,none
U_9232,U_7995,1489.75,2025-01-13 03:52:49,A_298,D_4068,0,none
U_3706,U_5321,1056.9,2025-01-27 01:04:09,A_352,D_4356,0,none
U_8217,U_6859,304.9,2025-01-25 13:15:32,A_223,D_310,0,none
U_5745,U_6110,174.16,2025-01-18 15:25:59,A_341,D_779,0,none
U_6243,U_567,2698.22,2025-01-18 12:37:03,A_293,D_1925,0,none
U_3331,U_1081,3.41,2025-01-14 15:24:03,A_25,D_1917,0,none
U_7199,U_8641,732.2,2025-02-11 09:27:36,A_50,D_4872,0,none
U_6972,U_6657,381.67,2025-01-10 19:14:03,A_332,D_3432,0,none
U_2510,U_6285,1520.62,2025-01-27 21:03:54,A_371,D_640,0,none
U_1803,U_9252,5000.86,2025-01-05 01:41:10,A_330,D_3419,0,none
U_9953,U_9491,2613.89,2025-01-25 22:34:50,A_249,D_4953,0,none
U_75,U_2445,5828.35,2025-01-08 23:56:49,A_318,D_2020,0,none
U_4384,U_1518,2419.72,2025-01-27 13:57:22,A_50,D_303,0,none
U_4229,U_2102,16.62,2025-01-19 06:51:52,A_351,D_554,0,none
U_7903,U_4680,2632.44,2025-01-14 01:15:45,A_344,D_2772,0,none
U_67,U_3249,2241.07,2025-01-04 20:12:37,A_257,D_889,0,none
U_247,U_7248,4.15,2025-02-14 06:45:37,A_220,D_2858,0,none
U_1328,U_4131,119.33,2025-02-05 07:32:32,A_321,D_1049,0,none
U_8137,U_7735,3962.57,2025-01-11 22:29:30,A_272,D_750,0,none
U_8837,U_9336,1190.41,2025-02-09 00:44:08,A_162,D_3424,0,none
U_5424,U_121,2979.32,2025-01-20 21:23:55,A_119,D_1690,0,none
U_6184,U_3077,4910.64,2025-01-29 18:46:54,A_385,D_3663,0,none
U_8515,U_1479,32.04,2025-01-17 12:43:53,A_383,D_2325,0,none
U_2626,U_9148,323.28,2025-02-13 18:13:45,A_52,D_2597,0,none
U_2616,U_1767,72.76,2025-02-09 20:28:02,A_397,D_1690,0,none
U_8518,U_3332,4836.99,2025-01-06 20:14:07,A_193,D_4493,0,none
U_4353,U_6387,1129.24,2025-01-12 16:09:05,A_210,D_2127,0,none
U_4479,U_4364,928.41,2025-02-09 19:23:57,A_110,D_2535,0,none
U_1301,U_7157,1043.51,2025-02-10 11:47:05,A_172,D_2027,0,none
U_1893,U_2595,9575.06,2025-01-22 07:33:48,A_251,D_2384,0,none
U_5825,U_2943,5309.24,2025-01-27 03:22:16,A_279,D_4739,0,none
U_3069,U_5693,3077.82,2025-01-17 14:44:25,A_221,D_2270,0,none
U_1460,U_8644,2359.91,2025-01-18 02:38:57,A_163,D_3541,0,none
U_406,U_1713,2542.43,2025-01-04 20:45:08,A_225,D_1129,0,none
U_4580,U_6949,1154.79,2025-01-05 08:42:46,A_70,D_4666,0,none
U_1504,U_3003,1407.03,2025-02-04 06:49:31,A_42,D_4208,0,none
U_5775,U_3550,2669.97,2025-01-24 11:45:47,A_167,D_4524,0,none
U_4116,U_9914,52.4,2025-02-05 14:57:23,A_198,D_1593,0,none
U_3300,U_4282,5143.94,2025-01-13 20:28:15,A_392,D_2228,0,none
U_9355,U_9096,7518.67,2025-01-10 00:16:56,A_57,D_1844,0,none
U_2968,U_4979,772.14,2025-01-27 18:29:33,A_283,D_3919,0,none
U_6673,U_5243,1454.49,2025-01-09 05:51:58,A_70,D_3528,0,none
U_4052,U_9497,2214.97,2025-01-22 11:28:51,A_246,D_1748,0,none
U_9157,U_3742,1045.47,2025-01-18 01:36:09,A_354,D_3840,0,none
U_5502,U_9003,3998.36,2025-02-13 03:51:28,A_193,D_394,0,none
U_71,U_1837,224.33,2025-02-09 10:58:57,A_50,D_3378,0,none
U_7142,U_5366,213.23,2025-01-02 05:25:35,A_3,D_2785,0,none
U_8750,U_4795,2203.28,2025-01-09 22:02:39,A_29,D_124,0,none
U_7913,U_3691,890.26,2025-01-11 05:23:11,A_355,D_4253,0,none
U_292,U_416,1060.61,2025-01-17 23:02:21,A_310,D_2274,0,none
U_272,U_7213,2919.2,2025-02-04 10:09:30,A_13,D_182,0,none
U_3255,U_9894,5078.04,2025-01-11 07:24:55,A_69,D_2772,0,none
U_4273,U_5233,911.33,2025-02-07 17:14:41,A_17,D_2450,0,none
U_2776,U_3093,114.87,2025-01-21 08:06:06,A_237,D_2771,0,none
U_7230,U_1164,1673.52,2025-02-14 12:19:57,A_47,D_412,0,none
U_6487,U_9434,8651.18,2025-01-12 22:32:02,A_202,D_1332,0,none
U_3460,U_1332,2646.6,2025-01-18 12:30:40,A_264,D_2318,0,none
U_5630,U_9898,843.01,2025-02-12 12:09:46,A_237,D_3247,0,none
U_3467,U_5139,119.65,2025-01-19 15:12:40,A_78,D_3424,1,business_fraud
U_1313,U_9875,2898.64,2025-01-16 03:27:13,A_116,D_320,0,none
U_8185,U_7190,1835.58,2025-01-24 02:05:46,A_129,D_4659,0,none
U_7675,U_9538,358.3,2025-01-05 12:53:11,A_209,D_668,0,none
U_3732,U_3137,172.15,2025-02-04 02:08:44,A_42,D_71,0,none
U_4390,U_4324,563.38,2025-02-06 14:16:28,A_255,D_4968,0,none
U_8367,U_7873,3502.12,2025-01-03 16:28:43,A_221,D_4053,0,none
U_6435,U_1814,147.92,2025-02-10 09:09:04,A_183,D_1416,0,none
U_3972,U_3943,17895.58,2025-01-01 22:44:30,A_282,D_4229,0,none
U_610,U_8465,4462.42,2025-02-09 02:41:11,A_311,D_4721,0,none
U_540,U_1832,774.68,2025-02-03 08:10:05,A_21,D_351,0,none
U_9739,U_1618,1555.04,2025-01-08 12:01:41,A_76,D_2873,0,none
U_2285,U_5551,4315.29,2025-01-26 17:33:10,A_283,D_906,0,none
U_1624,U_5891,859.47,2025-02-14 14:12:42,A_319,D_1009,0,none
U_5093,U_2736,2972.9,2025-02-01 02:54:36,A_104,D_2797,0,none
U_7016,U_509,7527.23,2025-01-22 01:39:39,A_308,D_1754,0,none
U_5344,U_6130,8008.53,2025-02-14 03:16:57,A_383,D_2658,0,none
U_4908,U_4131,2738.24,2025-02-13 13:10:51,A_126,D_4526,0,none
U_3543,U_7904,1523.56,2025-02-03 07:33:12,A_353,D_852,0,none
U_8702,U_8176,1839.02,2025-02-09 07:16:57,A_11,D_1703,0,none
U_7144,U_1439,999.29,2025-01-29 20:50:10,A_149,D_373,0,none
U_412,U_7193,57.24,2025-01-10 08:46:28,A_164,D_3968,0,none
U_7775,U_6912,1277.13,2025-01-22 01:35:54,A_246,D_2173,0,none
U_7526,U_4918,4098.36,2025-02-09 23:42:48,A_249,D_1631,0,none
U_7716,U_7146,440.04,2025-01-10 09:01:17,A_129,D_4199,0,none
U_3997,U_2015,599.72,2025-02-01 23:54:51,A_8,D_4506,0,none
U_4782,U_4289,129.59,2025-01-26 00:11:18,A_32,D_892,0,none
U_2977,U_4773,1904.14,2025-02-08 22:38:47,A_257,D_1089,0,none
U_7497,U_5186,1040.92,2025-02-06 18:46:15,A_337,D_867,0,none
U_2879,U_4776,2668.24,2025-01-10 23:23:12,A_352,D_1936,0,none
U_613,U_1502,4839.67,2025-01-20 16:06:39,A_320,D_3831,0,none
U_4955,U_9764,3234.42,2025-01-25 20:30:39,A_62,D_625,0,none
U_6140,U_7551,2325.9,2025-01-24 10:33:09,A_278,D_4674,0,none
U_7085,U_2869,1161.41,2025-01-13 17:54:00,A_238,D_3351,0,none
U_4208,U_6023,176.12,2025-01-30 18:45:17,A_221,D_854,0,none
U_5070,U_7779,1321.58,2025-01-23 03:03:06,A_43,D_3294,0,none
U_1844,U_1773,1430.03,2025-01-30 11:10:44,A_346,D_2481,0,none
U_541,U_7449,155.64,2025-01-17 09:03:30,A_388,D_1154,0,none
U_1477,U_188,5622.97,2025-01-16 09:16:04,A_134,D_103,0,none
U_2500,U_8532,202.82,2025-01-01 12:28:50,A_36,D_2236,0,none
U_975,U_6458,239.06,2025-02-03 06:52:51,A_134,D_2663,0,none
U_3421,U_5216,753.26,2025-01-28 16:21:59,A_320,D_2627,0,none
U_7167,U_9592,1501.28,2025-02-10 16:32:31,A_127,D_476,0,none
U_7845,U_7489,929.97,2025-01-13 19:39:59,A_273,D_4719,0,none
U_4016,U_8864,640.34,2025-01-27 15:21:05,A_222,D_804,0,none
U_4692,U_9022,589.89,2025-01-28 04:49:22,A_59,D_1251,0,none
U_1438,U_4285,1134.04,2025-01-19 21:27:27,A_76,D_496,0,none
U_8593,U_3245,2178.31,2025-02-13 12:20:05,A_284,D_141,0,none
U_4155,U_4491,987.68,2025-01-13 22:10:57,A_185,D_762,0,none
U_2048,U_2271,3332.5,2025-01-26 00:19:09,A_156,D_3253,0,none
U_3224,U_378,2153.97,2025-02-02 00:56:24,A_234,D_1447,0,none
U_9427,U_4018,7311.95,2025-01-19 19:04:02,A_25,D_1526,0,none
U_2674,U_7179,2242.18,2025-01-01 20:56:00,A_36,D_2901,0,none
U_4838,U_1982,4577.51,2025-02-14 22:23:23,A_119,D_4055,0,none
U_4952,U_1387,1243.47,2025-02-14 11:22:54,A_194,D_4276,0,none
U_6313,U_5362,1429.43,2025-01-22 22:40:50,A_268,D_155,0,none
U_3925,U_3772,624.68,2025-01-30 02:00:05,A_192,D_61,0,none
U_2834,U_8464,4044.28,2025-01-06 12:28:14,A_267,D_4322,0,none
U_7133,U_714,1846.02,2025-01-25 20:20:07,A_2,D_3489,0,none
U_2950,U_8132,1546.67,2025-01-01 17:42:19,A_365,D_1228,0,none
U_620,U_556,2806.23,2025-01-31 14:18:20,A_312,D_1786,0,none
U_9488,U_4362,1547.98,2025-02-11 12:15:45,A_248,D_449,0,none
U_6049,U_8254,393.62,2025-02-04 14:33:27,A_356,D_4641,0,none
U_7642,U_4455,2592.02,2025-01-15 14:27:09,A_7,D_4148,0,none
U_3551,U_144,1581.23,2025-01-11 16:37:09,A_167,D_1941,0,none
U_5957,U_4389,866.39,2025-01-21 05:11:10,A_393,D_1782,0,none
U_3466,U_5130,6156.35,2025-02-03 06:06:40,A_276,D_2619,0,none
U_6900,U_642,1659.57,2025-01-19 05:31:14,A_3,D_2635,0,none
U_8886,U_8243,3849.85,2025-01-16 16:03:15,A_206,D_1121,0,none
U_5347,U_1318,312.52,2025-01-21 01:52:34,A_375,D_2591,0,none
U_8434,U_8304,2003.0,2025-01-26 18:06:21,A_174,D_2567,0,none
U_5855,U_8106,6073.76,2025-02-11 22:58:12,A_315,D_731,0,none
U_518,U_6000,2860.47,2025-01-25 01:51:59,A_60,D_3776,0,none
U_7158,U_8343,1179.71,2025-02-05 08:33:38,A_131,D_3990,0,none
U_8137,U_4028,4373.56,2025-01-13 11:15:54,A_45,D_1141,0,none
U_8788,U_6113,142.75,2025-02-12 08:12:04,A_377,D_748,0,none
U_525,U_2360,42.47,2025-01-28 12:39:50,A_272,D_1179,0,none
U_5785,U_2512,627.49,2025-01-16 06:23:16,A_384,D_3244,0,none
U_3636,U_1141,1890.01,2025-01-25 22:24:51,A_374,D_4991,0,none
U_6067,U_6437,346.37,2025-01-19 04:08:00,A_41,D_4586,0,none
U_1885,U_4645,5281.61,2025-02-02 15:47:53,A_297,D_1007,0,none
U_7515,U_8234,15.41,2025-02-05 17:51:05,A_164,D_3512,0,none
U_8491,U_6286,346.14,2025-02-02 13:37:39,A_331,D_4578,0,none
U_4097,U_6271,1308.21,2025-01-03 18:04:45,A_223,D_1279,0,none
U_9545,U_9105,577.99,2025-02-02 20:58:30,A_41,D_104,0,none
U_3102,U_1977,1165.46,2025-01-07 11:43:23,A_264,D_4224,0,none
U_926,U_14,145.05,2025-01-03 06:46:03,A_376,D_2652,0,none
U_8447,U_2896,134.54,2025-01-19 23:33:10,A_57,D_2741,0,none
U_2522,U_9890,2319.85,2025-01-22 15:42:37,A_339,D_4598,0,none
U_4433,U_7101,2778.73,2025-01-18 01:12:15,A_168,D_4597,0,none
U_2958,U_659,894.7,2025-01-17 14:43:33,A_179,D_1728,0,none
U_7976,U_1395,1865.3,2025-01-16 04:55:39,A_382,D_4313,0,none
U_1425,U_1424,2075.42,2025-02-10 18:22:26,A_156,D_1224,0,none
U_8282,U_6519,2739.31,2025-02-05 19:47:06,A_249,D_1148,0,none
U_7438,U_1169,1082.1,2025-01-20 18:49:40,A_190,D_3044,0,none
U_243,U_5016,1433.98,2025-01-17 02:03:57,A_125,D_644,0,none
U_2088,U_1641,1682.93,2025-02-01 22:19:27,A_286,D_2873,0,none
U_3880,U_8024,753.06,2025-01-08 08:06:27,A_197,D_404,0,none
U_2926,U_268,1185.71,2025-01-02 14:51:37,A_161,D_4536,0,none
U_9775,U_8727,1214.43,2025-01-06 10:49:17,A_114,D_3338,0,none
U_2438,U_4962,918.89,2025-01-02 23:59:37,A_286,D_233,0,none
U_9177,U_6466,1585.39,2025-02-11 17:06:25,A_220,D_1794,0,none
U_3737,U_1911,2564.52,2025-01-21 03:06:23,A_387,D_1394,0,none
U_8989,U_280,946.18,2025-01-16 12:20:59,A_259,D_2988,0,none
U_9871,U_2453,390.66,2025-01-18 20:57:03,A_305,D_2415,0,none
U_8809,U_7235,432.17,2025-01-03 08:19:36,A_296,D_4898,0,none
U_2205,U_1800,180.33,2025-01-28 01:53:35,A_0,D_1094,0,none
U_5682,U_9455,663.67,2025-01-05 13:41:28,A_245,D_4966,0,none
U_5125,U_5814,7.92,2025-01-16 02:19:44,A_15,D_212,0,none
U_9720,U_4476,391.92,2025-01-03 05:33:57,A_274,D_4921,0,none
U_9480,U_5173,1330.92,2025-01-02 09:01:03,A_230,D_2095,0,none
U_8820,U_5153,4621.85,2025-01-23 19:00:06,A_64,D_1334,0,none
U_6769,U_4075,3354.24,2025-01-31 18:58:57,A_212,D_4898,0,none
U_9440,U_1335,200.86,2025-01-21 13:58:58,A_24,D_2265,0,none
U_3430,U_6430,1240.07,2025-01-03 02:19:28,A_49,D_2645,0,none
U_5595,U_6415,1556.84,2025-01-19 10:20:22,A_354,D_4931,0,none
U_238,U_5548,947.83,2025-02-08 07:09:56,A_206,D_4320,0,none
U_7139,U_4831,2293.21,2025-01-06 14:22:13,A_185,D_1114,0,none
U_7539,U_3413,2202.08,2025-02-01 14:54:32,A_215,D_1536,0,none
U_580,U_169,84.23,2025-02-02 11:23:41,A_194,D_35,0,none
U_3396,U_2078,718.12,2025-01-25 06:08:29,A_36,D_4958,0,none
U_5668,U_1216,136.97,2025-02-11 17:22:09,A_26,D_3984,0,none
U_9745,U_5498,672.37,2025-01-27 07:15:13,A_108,D_313,0,none
U_8495,U_2646,1532.77,2025-02-13 18:57:18,A_332,D_4424,1,mule_sim_swap
