timestamp,sender_id,receiver_id,amount,agent_id,device_id,is_fraud,fraud_scenario,num_accounts_linked,shared_device_flag,avg_transaction_amount,transaction_frequency,num_unique_recipients,transactions_last_24hr,round_amount_flag,hour,night_activity_flag
2025-01-01 01:31:03,U_981,U_7998,900.82,A_184,D_4017,0,none,21,1,1808.5190000000002,10,10,1.0,0,1,1
2025-01-01 01:31:29,U_2923,U_4800,31.04,A_394,D_234,0,none,22,1,2660.6028571428574,14,14,1.0,0,1,1
2025-01-01 01:31:30,U_2306,U_7233,2453.32,A_41,D_3552,0,none,28,1,2498.190769230769,13,13,1.0,0,1,1
2025-01-01 01:31:43,U_9085,U_4053,2098.74,A_110,D_2684,0,none,24,1,2435.642,10,10,1.0,0,1,1
2025-01-01 01:32:19,U_4763,U_50,3770.69,A_252,D_1339,0,none,16,1,2180.6855555555553,9,9,1.0,0,1,1
2025-01-01 01:32:27,U_6332,U_7201,5077.2,A_204,D_0,0,none,19,1,2677.1549999999997,14,14,1.0,0,1,1
2025-01-01 01:33:43,U_6644,U_8323,1876.93,A_46,D_2579,0,none,15,1,1960.778181818182,11,11,1.0,0,1,1
2025-01-01 01:33:51,U_7697,U_9026,7743.25,A_306,D_1863,0,none,23,1,3264.308,10,10,1.0,0,1,1
2025-01-01 01:34:50,U_3431,U_4859,538.03,A_114,D_2728,0,none,30,1,2472.3653846153848,13,13,1.0,0,1,1
2025-01-01 01:36:07,U_1802,U_6526,859.11,A_58,D_4326,0,none,17,1,1478.9499999999998,17,17,1.0,0,1,1
2025-01-01 01:37:07,U_7720,U_9573,5902.07,A_366,D_1580,0,none,32,1,2379.9739999999997,10,10,1.0,0,1,1
2025-01-01 01:39:08,U_7491,U_5876,3813.68,A_295,D_539,0,none,18,1,1979.955,12,12,1.0,0,1,1
2025-01-01 01:39:22,U_6522,U_1526,486.33,A_34,D_1845,0,none,20,1,1285.324,10,10,1.0,0,1,1
2025-01-01 01:39:22,U_9749,U_7861,1374.15,A_358,D_2564,0,none,24,1,1776.5085714285713,7,7,1.0,0,1,1
2025-01-01 01:39:57,U_6016,U_6121,838.77,A_82,D_3800,0,none,22,1,1841.4842857142855,7,7,1.0,0,1,1
2025-01-01 01:40:27,U_9767,U_5436,1055.16,A_124,D_4123,0,none,26,1,1506.8912500000001,8,8,1.0,0,1,1
2025-01-01 01:40:51,U_5463,U_8613,13144.14,A_172,D_1674,0,none,16,1,4059.7258333333334,12,12,1.0,0,1,1
2025-01-01 01:41:52,U_24,U_1243,1885.38,A_157,D_76,0,none,17,1,2431.246,5,5,1.0,0,1,1
2025-01-01 01:42:49,U_2548,U_5198,977.37,A_183,D_264,0,none,21,1,2277.2638461538463,13,13,1.0,0,1,1
2025-01-01 01:44:06,U_425,U_2324,2694.48,A_68,D_334,0,none,32,1,2748.6144444444444,9,9,1.0,0,1,1
2025-01-01 01:44:16,U_5224,U_68,3208.05,A_126,D_373,0,none,31,1,2603.323,10,10,1.0,0,1,1
2025-01-01 01:44:54,U_213,U_8105,2503.87,A_397,D_2305,0,none,25,1,1410.5866666666668,6,6,1.0,0,1,1
2025-01-01 01:45:41,U_5930,U_6128,507.02,A_27,D_3032,0,none,19,1,1713.3153846153846,13,13,1.0,0,1,1
2025-01-01 01:45:49,U_470,U_7152,6522.84,A_264,D_3884,0,none,19,1,2492.78625,16,16,1.0,0,1,1
2025-01-01 01:46:04,U_5886,U_8789,7399.54,A_57,D_84,0,none,18,1,3178.17625,8,8,1.0,0,1,1
2025-01-01 01:46:52,U_7737,U_7545,1258.17,A_99,D_4749,0,none,17,1,1998.4175,8,8,1.0,0,1,1
2025-01-01 01:48:13,U_6265,U_6664,846.78,A_345,D_892,1,loan_fraud,25,1,3108.65,10,10,1.0,0,1,1
2025-01-01 01:48:42,U_8933,U_2554,1932.06,A_324,D_2159,0,none,19,1,2692.2375,12,12,1.0,0,1,1
2025-01-01 01:49:13,U_7244,U_7663,5251.91,A_357,D_1475,0,none,13,1,5028.1375,12,12,1.0,0,1,1
2025-01-01 01:49:19,U_3084,U_5428,13.03,A_214,D_3364,0,none,22,1,1650.783,10,10,1.0,0,1,1
2025-01-01 01:49:32,U_1243,U_4611,1412.92,A_114,D_1089,0,none,21,1,1101.6827272727273,11,11,1.0,0,1,1
2025-01-01 01:49:46,U_546,U_6936,847.72,A_223,D_4234,0,none,25,1,2080.5984210526317,19,19,1.0,0,1,1
2025-01-01 01:50:26,U_7650,U_9747,858.7,A_51,D_4533,0,none,19,1,2450.75375,16,16,1.0,0,1,1
2025-01-01 01:50:36,U_4278,U_3705,271.89,A_313,D_4780,0,none,16,1,1952.980909090909,11,11,1.0,0,1,1
2025-01-01 01:50:37,U_8344,U_3827,243.51,A_323,D_912,0,none,18,1,2064.242222222222,9,9,1.0,0,1,1
2025-01-01 01:50:51,U_8081,U_6616,51.3,A_367,D_1688,0,none,19,1,3482.66625,8,8,1.0,0,1,1
2025-01-01 01:52:06,U_7180,U_852,3425.44,A_206,D_50,1,business_fraud,28,1,3355.105454545455,11,7,1.0,0,1,1
2025-01-01 01:52:14,U_6752,U_3009,166.41,A_347,D_3002,0,none,14,1,2470.842727272727,11,11,1.0,0,1,1
2025-01-01 01:52:21,U_3385,U_4441,666.8,A_83,D_1863,0,none,23,1,2056.5492307692307,13,13,1.0,0,1,1
2025-01-01 01:52:30,U_5659,U_5155,8357.34,A_82,D_3319,0,none,14,1,3078.6263636363637,11,11,1.0,0,1,1
2025-01-01 01:53:23,U_2079,U_4777,1501.35,A_249,D_4446,0,none,25,1,1159.8327272727272,11,11,1.0,0,1,1
2025-01-01 01:54:32,U_6118,U_4262,30.22,A_383,D_93,0,none,21,1,1274.7455555555555,9,9,1.0,0,1,1
2025-01-01 01:54:41,U_7800,U_2308,57.3,A_239,D_462,0,none,23,1,2181.986,10,10,2.0,0,1,1
2025-01-01 01:55:22,U_4453,U_1750,4550.37,A_160,D_2114,1,fast_cashout,18,1,5597.815625,16,16,1.0,0,1,1
2025-01-01 01:55:26,U_4453,U_1673,13743.03,A_121,D_4084,1,fast_cashout,21,1,5597.815625,16,16,2.0,0,1,1
2025-01-01 01:55:30,U_4453,U_8324,13651.079999999998,A_279,D_2373,1,fast_cashout,23,1,5597.815625,16,16,3.0,0,1,1
2025-01-01 01:55:33,U_8622,U_9890,4901.54,A_57,D_4524,0,none,32,1,1368.219,10,10,1.0,0,1,1
2025-01-01 01:55:38,U_4453,U_7957,26871.51,A_163,D_560,1,fast_cashout,19,1,5597.815625,16,16,4.0,0,1,1
2025-01-01 01:56:06,U_4453,U_3673,7888.89,A_217,D_1955,1,fast_cashout,16,1,5597.815625,16,16,5.0,0,1,1
2025-01-01 01:56:10,U_4725,U_6555,1950.54,A_328,D_2349,0,none,13,1,2385.8654545454547,11,11,1.0,0,1,1
2025-01-01 01:57:00,U_4732,U_4986,2585.26,A_271,D_2359,0,none,27,1,1391.6366666666665,12,12,1.0,0,1,1
2025-01-01 01:57:17,U_3623,U_6648,1535.4,A_139,D_17,0,none,30,1,1966.868,15,15,1.0,0,1,1
2025-01-01 01:57:22,U_5071,U_6089,1870.86,A_281,D_3877,0,none,12,1,1565.7037500000001,8,8,1.0,0,1,1
2025-01-01 01:57:23,U_7469,U_7909,2652.59,A_293,D_2626,0,none,19,1,3675.84625,8,8,1.0,0,1,1
2025-01-01 01:58:39,U_3976,U_6783,1357.74,A_22,D_1853,0,none,22,1,2222.302,15,15,1.0,0,1,1
2025-01-01 02:00:00,U_372,U_3410,1274.24,A_46,D_2738,0,none,20,1,2482.87,10,10,1.0,0,2,1
2025-01-01 02:00:38,U_1350,U_1458,619.64,A_176,D_61,0,none,19,1,1951.5461538461536,13,13,1.0,0,2,1
2025-01-01 02:01:07,U_7302,U_8326,813.53,A_237,D_3642,0,none,13,1,2792.2735714285714,14,14,1.0,0,2,1
2025-01-01 02:01:49,U_7466,U_8076,2504.31,A_192,D_3815,0,none,25,1,2430.1136363636365,11,11,1.0,0,2,1
2025-01-01 02:02:36,U_603,U_4256,8495.33,A_321,D_4183,0,none,28,1,2761.795,6,6,1.0,0,2,1
2025-01-01 02:02:53,U_2214,U_1027,3394.33,A_275,D_1579,0,none,14,1,1795.1691666666666,12,12,1.0,0,2,1
2025-01-01 02:05:12,U_8024,U_5300,6870.82,A_239,D_3312,0,none,25,1,2512.827857142857,14,10,1.0,0,2,1
2025-01-01 02:06:01,U_2753,U_3838,1297.03,A_347,D_966,0,none,18,1,1201.1228571428571,7,7,2.0,0,2,1
2025-01-01 02:07:03,U_3106,U_4834,3468.99,A_324,D_473,0,none,26,1,2276.6691666666666,12,12,1.0,0,2,1
2025-01-01 02:09:01,U_6003,U_4590,2870.81,A_15,D_326,0,none,22,1,2353.81,11,11,1.0,0,2,1
2025-01-01 02:09:42,U_1227,U_7748,7111.53,A_84,D_725,0,none,20,1,2082.5555555555557,9,9,2.0,0,2,1
2025-01-01 02:09:48,U_5358,U_8757,1556.6,A_7,D_1270,0,none,20,1,1635.32,12,12,1.0,0,2,1
2025-01-01 02:09:53,U_5895,U_6114,2707.14,A_134,D_3638,0,none,23,1,2124.9058333333332,12,12,1.0,0,2,1
2025-01-01 02:10:03,U_1564,U_6282,673.93,A_255,D_1165,0,none,23,1,1228.5166666666667,18,18,1.0,0,2,1
2025-01-01 02:11:53,U_4369,U_4599,2239.69,A_242,D_2955,0,none,27,1,1303.3908333333334,12,12,1.0,0,2,1
2025-01-01 02:11:56,U_3029,U_5518,531.47,A_248,D_2257,0,none,21,1,1279.0433333333333,12,12,1.0,0,2,1
2025-01-01 02:12:54,U_5945,U_7084,225.43,A_159,D_2491,0,none,19,1,1517.5333333333335,6,6,1.0,0,2,1
2025-01-01 02:14:12,U_4569,U_2135,764.08,A_173,D_4992,0,none,22,1,2359.960909090909,11,11,1.0,0,2,1
2025-01-01 02:15:42,U_9159,U_6578,4126.64,A_300,D_1540,0,none,23,1,1489.7685714285715,14,14,1.0,0,2,1
2025-01-01 02:15:58,U_4317,U_6414,43.64,A_35,D_572,0,none,17,1,2271.7764285714284,14,14,1.0,0,2,1
2025-01-01 02:17:22,U_6995,U_6431,241.14,A_132,D_2324,0,none,28,1,3060.11875,8,8,1.0,0,2,1
2025-01-01 02:18:35,U_3823,U_5858,1081.72,A_111,D_1045,0,none,21,1,1445.1266666666668,15,15,1.0,0,2,1
2025-01-01 02:19:27,U_1643,U_6361,3027.07,A_50,D_2531,0,none,29,1,1470.7671428571427,14,14,1.0,0,2,1
2025-01-01 02:21:02,U_824,U_1536,2048.96,A_282,D_3303,0,none,24,1,1717.672857142857,7,7,1.0,0,2,1
2025-01-01 02:21:56,U_4357,U_2881,2335.48,A_40,D_4183,0,none,28,1,2315.6862499999997,16,16,1.0,0,2,1
2025-01-01 02:23:48,U_1422,U_5639,4355.85,A_8,D_364,0,none,21,1,2667.057142857143,7,7,1.0,0,2,1
2025-01-01 02:24:11,U_4808,U_9760,4151.63,A_89,D_1342,0,none,28,1,2077.4194117647057,17,17,1.0,0,2,1
2025-01-01 02:26:07,U_6883,U_8387,3247.16,A_60,D_2036,0,none,25,1,3043.056,10,10,1.0,0,2,1
2025-01-01 02:26:24,U_2016,U_7290,538.26,A_87,D_793,0,none,20,1,2093.116666666667,12,12,1.0,0,2,1
