user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
U_6985,-88.3786,127.38682,-42.517906,-72.48488,-78.76041,-88.07849,179.45187,136.7785,162.12833,71.67114,-160.35349,-143.23524,-121.66431,159.38416,75.349884,52.32168,155.75656,114.11205,-91.293304,-153.78943,-49.709038,-90.44243,-146.57642,165.33751,-150.13806,101.35397,147.14005,95.87793,-126.543976,-165.40157,-105.3082,-52.013237,49.312965,91.65872,38.30182,-131.95058,-57.690662,149.70462,-137.22552,-180.06659,173.11182,158.19125,74.62829,97.95116,-82.13789,-153.79044,77.63941,-168.96964,-137.88657,-130.28421,6.9949493,169.84927,99.87874,139.7071,143.13544,122.68286,122.35707,156.099,101.55142,125.10332,162.42722,36.521626,103.66058,-164.42719
U_5160,-72.47723,119.13594,-2.9775562,-46.65915,-77.61206,-63.567944,210.50508,134.80557,186.26367,44.59145,-180.2799,-141.27716,-119.638214,177.43445,55.987534,35.939045,175.3474,103.858536,-69.15265,-165.55362,-16.774792,-65.48637,-156.15102,183.78531,-155.26967,78.09215,160.91669,85.67659,-125.47012,-191.73668,-94.054306,-21.781319,12.222868,82.47798,3.191578,-135.95294,-26.12954,164.82483,-144.73993,-215.01007,191.77927,170.43692,75.935715,77.814445,-56.57432,-170.2826,52.92876,-194.47507,-146.08344,-144.63672,48.398006,189.91685,93.86238,136.52199,159.80182,127.80349,123.19777,172.28592,84.51446,115.15248,182.27744,11.883875,85.09755,-181.68617
U_5021,-70.114006,113.77757,-12.6943655,-50.587597,-72.55179,-67.486145,186.69044,128.71004,170.74762,50.0428,-162.17656,-131.15146,-113.99574,158.90529,55.73729,36.995594,158.84756,98.64142,-68.30408,-152.37833,-24.004677,-67.47362,-145.38889,168.494,-141.60242,80.19454,144.37727,82.08967,-116.48714,-172.81381,-92.99971,-27.750622,21.816574,75.979195,11.193406,-124.42736,-33.11197,149.54922,-132.06572,-192.07135,174.85046,154.96825,68.95759,78.262474,-61.092503,-154.45332,55.988937,-173.2803,-133.7314,-132.34576,35.67808,170.40189,92.517715,128.25696,144.93883,118.59483,113.82889,157.19688,85.252594,107.53522,166.16702,12.540291,83.57568,-167.67221
U_1469,-67.35324,98.65185,-35.64935,-58.13081,-58.6084,-68.48214,135.64267,104.834,123.73321,56.71152,-122.21619,-110.21479,-91.438965,122.153946,59.40399,40.249313,118.22693,89.16504,-70.173325,-117.41763,-41.478542,-71.341835,-110.95717,125.624176,-114.14784,78.717606,110.837296,73.57817,-95.51654,-125.400444,-81.26509,-43.270798,41.248257,69.6866,29.059328,-100.34574,-45.85373,113.44849,-104.70448,-135.87175,131.21103,120.692154,54.22034,76.538826,-64.012215,-116.99527,60.09156,-127.66264,-105.56575,-97.36973,3.1561966,128.63037,75.5849,107.89998,108.796005,92.13469,92.07417,118.47896,78.91487,94.73848,123.44504,30.178185,80.89991,-124.25959
U_8925,-61.702255,89.59111,-33.544144,-53.832336,-51.94716,-62.715034,123.51546,94.54135,110.081436,50.03591,-109.906555,-102.33903,-81.71978,111.023895,55.015545,36.423306,105.92757,81.23164,-64.07015,-105.07535,-38.76182,-65.005936,-98.891075,113.47629,-104.59114,71.3793,101.96855,66.44379,-86.67293,-112.21797,-71.28049,-40.63836,39.334023,64.12584,26.329597,-91.96269,-40.921986,103.159096,-94.56353,-123.72161,119.10689,109.63235,46.92462,68.91613,-58.31986,-105.31941,54.18,-117.18689,-93.07106,-87.20718,1.3924528,117.26135,63.981346,99.49974,96.83504,82.770035,82.398705,107.8477,71.72659,86.39612,110.16997,31.004662,74.64195,-112.272095
U_9277,-60.211266,97.2081,-21.88676,-49.93015,-56.520103,-60.525658,150.75821,106.319916,135.28258,47.84463,-131.99553,-112.336006,-91.55246,131.9837,52.55725,33.622196,126.8105,86.54953,-60.238922,-124.892,-30.931852,-63.381844,-116.804,136.04698,-118.353165,71.19937,118.757164,69.93475,-96.42168,-137.21448,-78.06508,-32.43408,29.340317,65.586235,14.532369,-103.06694,-34.59127,120.37714,-107.84207,-153.31474,142.23584,128.8559,52.812996,70.60622,-55.483574,-125.77094,52.267727,-140.1431,-110.20945,-103.48743,17.374662,139.34451,74.36499,109.49869,115.52716,93.5059,92.69885,128.97151,74.49043,91.488,133.00938,19.036472,74.6544,-134.678
U_6189,-81.452255,114.20122,-39.04122,-66.11562,-70.61279,-78.63442,169.19989,122.14642,150.31209,63.19685,-147.23357,-132.00967,-108.293396,148.81223,69.66078,48.073082,144.48364,104.49051,-81.37601,-139.63518,-47.843395,-80.68779,-135.14543,150.8316,-135.81969,90.77268,136.89383,87.9389,-115.55464,-152.72961,-94.88641,-50.213554,44.511845,85.46012,31.342844,-123.291626,-50.842697,137.32007,-126.57852,-166.4244,158.44226,146.02304,68.49451,87.6998,-71.33862,-143.3194,72.08987,-157.66515,-128.64514,-119.371155,5.7382402,156.43253,90.4164,128.84589,131.57208,109.7923,109.14003,143.78302,92.60531,114.49575,146.51202,36.064972,92.64275,-150.34988
U_5597,-62.240067,89.35544,-29.955482,-51.028336,-53.55002,-60.748833,124.06528,95.54928,111.16893,49.881947,-114.846725,-100.68916,-84.50422,112.837524,51.863586,36.754124,108.54091,80.622406,-64.76304,-107.04942,-33.83229,-64.18564,-101.93332,114.77061,-105.575226,70.04304,102.6774,67.7213,-87.77702,-113.90932,-72.800835,-36.104748,34.363876,64.75917,26.242302,-92.17582,-40.920048,104.02192,-95.603355,-125.34648,120.65624,111.98582,51.071686,67.78624,-57.39187,-108.1616,54.664246,-117.04535,-95.71304,-88.340065,3.7710989,119.29139,65.97662,97.26346,99.160194,84.2066,85.81114,110.423355,72.251816,87.79033,113.69951,26.552513,73.65851,-111.49988
U_8116,-68.4039,100.24484,-35.165276,-58.912224,-60.24498,-68.6475,138.88855,106.17522,125.13204,55.796543,-123.287796,-112.84976,-91.735596,123.671104,62.24626,41.64296,119.53697,90.5058,-72.49056,-119.08121,-41.931244,-71.787186,-111.77504,126.84572,-116.99019,78.65175,114.21503,74.09174,-97.18088,-126.72004,-79.96883,-43.97603,41.918198,71.958275,29.16501,-102.72235,-45.97528,114.37178,-106.00574,-138.21284,133.1771,122.783485,55.620926,77.53979,-63.68976,-119.35895,60.840485,-131.37054,-106.92457,-99.66171,3.3122487,131.65805,74.669,110.385345,110.69002,94.08261,93.78487,120.31514,79.57966,97.55803,124.226074,32.6258,82.77377,-126.16474
U_5138,122.589584,-106.44826,206.11781,173.00372,31.79631,143.83794,-85.679375,-75.9275,-27.288078,-153.31206,62.217194,154.83356,69.78223,-105.8035,-171.61172,-100.76764,-42.103683,-146.77823,128.80742,80.69403,219.5817,156.33151,57.353462,-71.84085,113.26681,-141.04654,-103.66773,-107.34782,113.956245,57.346085,95.34147,206.98578,-209.22034,-136.69014,-134.286,100.4608,159.88245,-73.815285,92.70376,60.148514,-68.76777,-109.287384,-31.845032,-153.39697,136.99287,84.188835,-159.68677,89.98774,74.84016,34.626297,191.23082,-93.82715,-62.23919,-146.1037,-51.152473,-36.6669,-73.58558,-86.08068,-123.81857,-134.29477,-45.768616,-190.96611,-159.76952,66.69059
U_9454,-74.41553,120.16205,-17.562199,-56.222862,-76.827354,-71.71607,195.21904,135.28342,176.41248,55.636543,-169.46008,-138.91727,-120.22131,166.4282,64.223,41.560204,165.6385,105.305695,-74.935165,-160.0605,-29.453236,-73.49991,-149.56807,176.18265,-151.81897,85.45437,151.60722,87.2828,-123.29085,-181.40402,-96.500084,-32.032154,27.860254,81.953674,16.846786,-129.95323,-37.721848,156.68472,-138.30688,-200.18597,182.02228,162.2598,73.245056,85.64194,-66.552925,-159.72632,60.19365,-182.16241,-139.03685,-139.58995,34.083992,179.04123,97.1794,134.9397,151.14444,125.11299,121.36907,164.07397,88.7412,113.81206,173.9429,18.03511,91.64876,-174.49309
U_8326,-56.58985,87.52315,-12.471954,-40.64435,-56.64574,-50.85354,143.56383,96.11989,126.86166,37.55935,-123.21605,-102.405945,-85.61989,122.990005,48.343594,31.08999,121.93823,76.81433,-56.59888,-114.44679,-21.146664,-52.978786,-108.5737,125.78575,-109.846695,60.832256,112.17258,64.506874,-89.97969,-130.22577,-67.25533,-23.671213,19.543964,62.72223,11.321264,-98.47173,-25.23275,113.13936,-102.12843,-144.14645,131.9782,118.55134,53.621323,60.31421,-45.499477,-117.10564,44.035133,-133.18231,-101.66625,-100.6394,24.756094,130.45232,66.30792,99.503204,108.88379,91.159004,86.7854,118.310425,64.51079,85.69632,123.04086,17.621126,65.79991,-124.899734
U_6012,-68.96612,106.62883,-26.956333,-57.102097,-65.386444,-68.562225,164.83966,116.84987,146.76114,55.72195,-143.77733,-123.515335,-102.97717,143.23436,61.970543,39.94417,138.38063,96.30564,-69.47366,-137.8143,-37.52442,-71.51645,-127.992744,148.71414,-131.16138,80.67764,130.33615,78.748276,-108.19045,-151.73578,-87.298965,-38.588966,35.10321,75.25615,21.744114,-112.92998,-41.268055,132.46313,-119.594086,-167.22757,154.30751,140.9252,61.487526,80.34911,-63.3516,-137.58347,60.27152,-153.43303,-120.61885,-116.18364,15.716819,152.14644,84.45224,120.3239,126.977646,104.848114,104.64608,140.54958,82.23937,102.986115,146.26938,24.63215,84.70102,-147.05539
U_8204,-95.867645,126.42323,-36.430595,-66.45155,-83.41568,-84.578735,186.4263,136.61034,164.95163,66.11044,-166.2446,-144.56546,-124.99729,163.93361,73.20696,53.919914,163.26547,112.88823,-95.16183,-152.70718,-40.964455,-86.52173,-152.40677,165.89687,-152.34607,97.30826,153.40402,100.26109,-130.97699,-167.37466,-102.86834,-46.13556,39.96964,98.200325,37.275085,-140.44296,-52.278343,153.77829,-142.67316,-184.32455,176.2167,161.56358,82.9082,93.83135,-76.564644,-158.69537,78.451836,-174.35796,-141.60918,-135.76091,12.773749,174.21655,98.28757,139.68863,146.91998,126.211296,127.393036,158.99202,102.31828,130.87915,162.44818,37.965614,101.2382,-164.25859
U_6754,-69.85461,98.38887,-32.92628,-55.431416,-59.949043,-67.90125,136.48642,104.8602,123.54771,54.000717,-123.80522,-110.44508,-92.25426,122.53314,56.793995,40.274673,119.79109,87.77219,-70.90216,-116.26333,-37.078312,-69.72051,-112.7569,125.66206,-114.089714,77.72505,112.429596,74.39155,-96.20726,-124.46888,-80.10938,-39.704563,37.0063,70.74017,28.70364,-102.90641,-43.301987,114.342865,-105.84952,-136.17471,132.17784,121.286,56.383175,74.17093,-62.13697,-118.28943,60.646133,-128.36446,-106.233536,-98.10094,5.2792172,130.01018,74.62045,107.49596,109.36323,93.12921,93.29059,119.358,79.920944,96.76886,122.61218,29.483809,79.41894,-124.33465
U_3160,-63.21587,104.1732,-16.543312,-50.296608,-63.83052,-62.714897,168.03992,116.465515,151.13951,48.484688,-145.99915,-120.52054,-101.3788,144.44699,54.359753,35.044136,141.07805,91.72348,-63.312668,-138.70692,-27.072733,-65.11528,-129.29907,151.36133,-129.8187,74.48691,130.75443,74.50556,-105.27721,-155.26224,-84.658775,-29.10116,24.7296,69.9625,12.798727,-111.46135,-33.21998,132.81415,-118.27257,-171.51045,156.7026,140.7901,60.75196,73.890236,-57.35019,-139.37589,53.602005,-155.58597,-121.592705,-117.38444,25.951801,154.45753,83.18245,117.195274,129.02936,105.056015,103.33496,142.43277,78.28027,99.00075,149.75409,14.824313,78.433266,-149.62656
U_2956,-61.519035,88.88153,-31.0252,-51.39888,-53.037117,-61.3789,120.28711,94.473236,109.11716,48.50066,-112.15108,-99.75912,-81.977295,110.404076,51.607895,36.25875,105.9312,79.58824,-63.78286,-103.970795,-34.370136,-63.977333,-99.1552,112.754486,-102.93121,70.06325,100.16861,66.42381,-85.41098,-110.54402,-71.00955,-36.604813,35.1871,63.69082,25.737816,-91.582886,-39.164196,102.7314,-94.54707,-121.49431,117.95308,109.149345,48.404045,66.91733,-57.359184,-104.62153,53.748947,-113.94753,-94.25368,-86.07514,3.9817173,116.1812,63.59761,96.73575,97.58765,82.81383,82.30902,107.08097,71.35033,85.75256,109.654625,27.806835,73.03984,-110.01073
U_5232,-67.43325,96.11134,-32.52067,-54.46643,-58.209183,-64.708206,135.07458,100.63045,120.208534,51.320633,-119.15486,-108.98027,-88.743286,120.25452,58.55052,39.08095,116.14134,85.936295,-68.48845,-112.54921,-37.91436,-67.260574,-107.87794,122.37707,-112.74376,74.20433,110.64278,71.41552,-93.97307,-121.62994,-75.158676,-39.90399,37.84362,69.94597,26.8981,-101.2669,-40.918198,112.1225,-103.25871,-134.84502,129.33145,118.68092,53.723957,72.652435,-59.736603,-114.29614,57.845078,-128.33356,-102.10677,-96.32707,5.167625,127.33004,70.01681,106.13548,106.884766,90.355446,89.46672,115.69575,75.70745,93.75583,118.13789,32.061996,78.33766,-121.84068
U_9201,120.08688,-101.167656,207.1361,172.56165,28.8264,142.11972,-77.202286,-69.820076,-18.921272,-152.26622,54.89386,149.75139,65.04504,-98.70459,-170.89066,-100.361,-34.8889,-143.48134,126.74716,73.96268,221.33159,154.28192,49.941338,-64.392715,106.690384,-138.4651,-97.14636,-104.43476,109.60723,50.43715,91.71346,208.29189,-210.04132,-134.78934,-135.68599,94.84623,159.82477,-67.38788,87.420685,50.99479,-59.94303,-102.37696,-28.57206,-150.45169,135.24171,77.212654,-157.78453,82.20951,68.32989,28.968239,194.48813,-86.747055,-58.244873,-140.90271,-44.767235,-31.687386,-68.72063,-78.38645,-120.2419,-130.61337,-38.605927,-193.61871,-157.06293,58.43792
U_9036,-74.56134,108.538635,-26.531044,-56.00159,-68.6312,-69.2845,170.01486,118.35005,150.46997,54.47345,-147.22107,-125.78603,-105.12752,147.41916,61.317207,41.68431,144.47885,97.48142,-73.375534,-138.3288,-35.02675,-71.58137,-133.21846,150.415,-132.59665,81.63193,134.83287,81.979004,-111.03787,-154.21805,-89.13765,-38.130096,31.99767,79.144226,21.999401,-118.95573,-40.17594,136.11589,-123.83203,-169.03822,157.79576,143.4045,67.00346,79.24643,-62.187172,-141.99042,62.83267,-157.37788,-125.604256,-119.24452,16.998688,155.42682,86.60947,122.57686,130.75035,108.0943,106.74526,142.81259,84.78779,107.79262,147.49594,25.892975,84.168686,-149.40181
U_7800,-28.496428,48.51221,-5.5668736,-22.027067,-30.672237,-29.181679,68.71982,53.79673,68.18255,19.889938,-64.59392,-50.57329,-44.935795,60.990967,22.054522,16.454216,63.329765,39.60735,-30.45069,-59.616447,-7.4324436,-29.777126,-58.09222,64.794586,-55.656548,34.009617,54.843056,33.122185,-43.8081,-64.627655,-37.864857,-9.991686,9.500148,29.242239,5.0942993,-50.392834,-14.136229,56.237194,-51.650486,-71.061386,68.36019,59.151543,27.525944,32.162796,-26.033833,-60.662575,23.841747,-64.22147,-56.216892,-51.950172,15.720403,63.99587,37.090767,50.701336,57.417103,48.611664,45.205475,60.49904,36.947716,43.324013,64.52046,3.170639,34.501953,-64.1651
U_7138,-75.552055,108.59572,-37.242905,-62.830055,-65.23866,-74.70029,153.05232,114.76616,138.14696,58.499332,-134.47311,-123.241455,-101.07434,136.43112,65.9948,44.00905,132.71318,96.777466,-76.41629,-126.96747,-44.27403,-75.73694,-122.66162,139.78242,-126.92514,84.76697,125.00097,81.39151,-106.59668,-138.85968,-86.07792,-47.144684,44.020115,77.70876,30.69728,-114.43511,-47.004097,127.26367,-116.554825,-152.76099,146.6806,133.0733,60.505516,82.05003,-68.87719,-129.00461,64.84778,-145.31892,-115.45909,-110.126625,6.8676567,143.88751,80.67432,120.75589,120.989624,103.38016,100.47702,130.81836,86.000534,104.99579,134.36436,35.588577,88.51367,-139.93549
U_5270,-67.60782,96.917015,-32.783344,-54.69914,-57.65461,-67.19781,130.59898,103.17612,119.47708,52.891876,-120.83269,-107.55789,-89.73201,118.77313,54.290787,38.536053,115.46324,85.855896,-69.32933,-113.057816,-36.032387,-69.225204,-109.579834,122.36538,-111.43822,76.991196,108.739365,72.3387,-93.22761,-120.25479,-79.0833,-38.87687,37.041527,67.53854,27.84981,-99.42355,-42.940548,110.887405,-102.7059,-131.78612,128.76227,118.04057,53.22577,72.50869,-62.0443,-114.64079,58.826477,-123.07443,-102.56914,-93.76643,4.827608,125.605835,71.71107,104.86528,105.962814,90.587296,90.3719,116.304504,78.485596,93.297424,120.14729,27.779423,77.92882,-120.58548
U_2189,-57.366096,92.33891,-20.43969,-48.686172,-55.448574,-56.92604,144.57498,100.93764,127.68683,46.169514,-126.692024,-107.19765,-87.47467,125.95262,53.074562,33.300953,120.855606,82.75933,-59.044296,-120.79601,-30.012476,-61.00788,-110.649796,129.7309,-114.61293,67.62132,113.98021,66.53337,-91.88672,-133.24701,-73.79321,-30.693478,27.936207,64.650085,14.986525,-97.06782,-33.2733,114.45741,-103.12012,-146.20032,134.33005,123.40172,52.02158,68.12805,-52.37611,-120.51504,50.522125,-134.07268,-105.56881,-100.29921,15.840084,133.54979,70.78188,104.21246,110.5531,90.15909,90.08722,123.52434,70.323616,88.77791,128.60318,19.644192,72.82439,-127.18823
U_8160,-70.74176,100.14458,-30.023712,-55.131912,-64.99462,-67.18559,150.11554,107.69214,133.67271,52.99817,-129.66595,-115.27375,-98.26485,130.80984,62.122684,41.962135,129.22354,89.99931,-72.49188,-122.8609,-36.725708,-67.90422,-118.07019,134.46939,-121.70428,76.98741,120.65245,76.48772,-102.37511,-137.00476,-80.082825,-38.263237,35.52679,75.62932,27.537655,-109.046265,-41.48162,122.83365,-112.10626,-148.4096,140.06671,127.870346,61.80805,75.84901,-61.635124,-124.58119,60.369175,-140.93658,-110.55408,-108.41664,11.149744,139.00183,78.36569,112.62009,117.35239,100.261406,97.63191,125.74141,79.17546,100.4312,130.38762,30.654251,81.79832,-134.2096
U_2084,-74.741104,104.11478,-24.684366,-52.212685,-67.400635,-65.71377,166.3479,112.593765,144.95853,50.826096,-142.22397,-122.134964,-103.06256,143.71696,61.43376,40.742035,141.63345,93.83548,-73.42799,-130.94899,-33.214256,-67.08211,-128.3934,143.69812,-130.22902,76.64965,131.94072,80.83137,-109.156624,-148.55109,-83.75035,-36.526703,29.77617,79.99898,22.052172,-118.47827,-38.06749,132.76724,-120.69272,-163.32507,152.77661,138.89246,67.38202,75.44128,-59.108204,-136.36752,59.537704,-154.6522,-120.507614,-117.09639,18.049593,151.10086,80.56012,119.277725,126.0648,105.92125,103.767044,136.644,80.83971,106.597824,140.40088,29.687763,81.903015,-143.8065
U_8546,-65.42441,102.257034,-19.180273,-50.73177,-65.649445,-63.022167,161.5783,113.64839,144.89197,48.966305,-140.01251,-117.83757,-100.60568,138.70032,57.73439,37.848267,137.66208,90.19543,-67.61228,-133.62743,-28.85486,-65.23656,-125.96028,144.01343,-127.445496,75.03259,127.254486,74.373405,-104.370605,-148.34555,-82.07902,-30.468803,27.575226,71.82077,17.965023,-110.541046,-35.51342,128.0552,-115.431786,-163.0376,151.47136,135.79752,63.43888,74.34648,-57.506977,-134.1504,55.78637,-150.51065,-118.984146,-115.89076,22.030045,148.69363,82.217514,114.775375,124.88318,105.371506,102.844864,135.77173,77.746895,100.334564,142.56604,19.10478,78.94681,-143.88408
U_3770,-114.34277,156.34024,-44.751564,-80.155716,-101.61005,-109.31085,216.20999,172.15268,199.59198,86.258575,-202.8161,-172.32684,-155.72676,194.97383,77.677444,60.717514,194.76073,136.31715,-112.806946,-187.06763,-45.44262,-109.172,-187.95233,205.15198,-182.44443,126.35274,180.26886,121.53812,-157.98157,-202.2844,-136.7991,-51.650932,45.4579,110.92201,47.433174,-164.9935,-67.43682,188.68623,-172.09656,-219.87805,214.11636,194.35805,98.447395,114.66905,-99.72974,-191.32333,95.69089,-202.15768,-171.42966,-161.25624,16.320732,207.07562,127.28523,167.147,178.84543,153.84549,154.33151,193.83739,127.97711,155.66869,203.91635,33.082726,122.30676,-202.28748
